date,mean(¡ÆC),prep(mm),humidity(%),whole_price,retail_price
20170915,22.6,0,48.4,39000,5683
20170916,22,0,50.9,39000,5683
20170917,23.1,0,51.3,39000,6288
20170918,21.9,0,62.8,39000,6288
20170919,22.6,8,79.1,38000,6125
20170920,19.5,0,48.9,38000,5958
20170921,20.3,0,57.3,38000,5750
20170922,20.6,0,60.8,35000,5600
20170923,21.8,0,69.8,35000,5600
20170924,22.4,0,71.5,35000,5444
20170925,23.4,0,58,35000,5444
20170926,25.1,0,57,31000,5444
20170927,22.7,0.5,66.4,31000,5444
20170928,19.2,0,49.1,31000,5455
20170929,17.4,0,39.3,28000,5705
20170930,20,0,64.9,28000,5705
20171001,18.2,4,74.8,28000,5705
20171002,22,1.5,62.3,28000,5705
20171003,17.6,0,49.8,28000,5705
20171004,16.7,0,48.5,28000,5705
20171005,18.7,0,56.4,25000,5724
20171006,18.9,0.5,66.4,25000,5724
20171007,21.9,0,67.6,25000,5724
20171008,23,0,66.9,25000,5724
20171009,22.5,0,66,25000,5724
20171010,21.4,0.4,76.9,25000,5724
20171011,15.5,20,77.1,24000,5390
20171012,11.4,0,71,26000,4996
20171013,12.8,0,51,26000,4953
20171014,14.4,0,42.8,26000,4953
20171015,15.8,0,42.5,26000,4810
20171016,16.6,0,47.6,26000,4810
20171017,16.2,0,47.1,28000,4716
20171018,16.5,0.1,58.8,26000,4716
20171019,17,0,58.3,25000,4823
20171020,17,0,58.6,26000,4823
20171021,17.6,0,52.8,26000,4823
20171022,16.3,0,50.4,26000,4823
20171023,13.7,0,47,26000,4823
20171024,14.4,0,54.3,25000,4164
20171025,14.4,0,59,25000,4164
20171026,14.5,0,56.5,25000,4040
20171027,16.9,0,54.4,24000,4165
20171028,17.2,0,51.9,24000,4165
20171029,11.5,0,45.6,25000,4078
20171030,7.7,0,27.4,25000,4078
20171031,10.4,0,54.3,24000,4078
20171101,14.4,0,72.4,24000,4078
20171102,15.5,1,78.8,24000,3775
20171103,12.3,1.5,66,24000,3775
20171104,7.8,0,47.9,24000,3775
20171105,8.4,0,52.5,25000,3804
20171106,11.4,0,64.5,25000,3804
20171107,14.4,0,61.4,25000,3804
20171108,13.1,0,53.3,23000,3804
20171109,9.4,0,39.6,23000,3894
20171110,9.8,7.5,56.3,23000,3925
20171111,5.9,0,42.9,23000,3925
20171112,5.3,0,57.1,22000,3925
20171113,8.4,4.5,64.4,22000,3925
20171114,7.5,0,42.5,22000,3925
20171115,3.2,0,38.3,22000,3925
20171116,1,0,30.3,22000,3750
20171117,3,0,39.4,22000,3615
